dispute_number,state_a,state_b,current_year,state_a_code,state_b_code,dyad_pair_code,in_trade_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,no_years,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai
490,TAW,INS,2015,TAW2015,INS2015,INS2015TAW2015,1,TAW,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),AUL,CHN,EU,IND,JPN,RUS,UKR,DRV,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
490,TAW,INS,2016,TAW2016,INS2016,INS2016TAW2016,1,TAW,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),AUL,CHN,EU,IND,JPN,RUS,UKR,DRV,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
490,TAW,INS,2017,TAW2017,INS2017,INS2017TAW2017,1,TAW,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),AUL,CHN,EU,IND,JPN,RUS,UKR,DRV,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
490,TAW,INS,2018,TAW2018,INS2018,INS2018TAW2018,1,TAW,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),AUL,CHN,EU,IND,JPN,RUS,UKR,DRV,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
490,TAW,INS,2019,TAW2019,INS2019,INS2019TAW2019,1,TAW,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),AUL,CHN,EU,IND,JPN,RUS,UKR,DRV,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
491,INS,USA,2015,INS2015,USA2015,INS2015USA2015,1,INS,,,,,,,,,USA,,,,,2015,Yes,2018,4,"O (Wood, Paper, Furniture)",EU,CHN,TUR,ROK,CAN,IND,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,INS,USA,2016,INS2016,USA2016,INS2016USA2016,1,INS,,,,,,,,,USA,,,,,2015,Yes,2018,4,"O (Wood, Paper, Furniture)",EU,CHN,TUR,ROK,CAN,IND,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,INS,USA,2017,INS2017,USA2017,INS2017USA2017,1,INS,,,,,,,,,USA,,,,,2015,Yes,2018,4,"O (Wood, Paper, Furniture)",EU,CHN,TUR,ROK,CAN,IND,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,INS,USA,2018,INS2018,USA2018,INS2018USA2018,1,INS,,,,,,,,,USA,,,,,2015,Yes,2018,4,"O (Wood, Paper, Furniture)",EU,CHN,TUR,ROK,CAN,IND,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,CHN,EU,2015,CHN2015,EU20132015,CHN2015EU20132015,1,CHN,,,,,,,,,EU,,,,,2015,Yes,2019,5,A (Live Animals and Meat),BRA,RUS,USA,ARG,CAN,IND,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,CHN,EU,2016,CHN2016,EU20132016,CHN2016EU20132016,1,CHN,,,,,,,,,EU,,,,,2015,Yes,2019,5,A (Live Animals and Meat),BRA,RUS,USA,ARG,CAN,IND,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,CHN,EU,2017,CHN2017,EU20132017,CHN2017EU20132017,1,CHN,,,,,,,,,EU,,,,,2015,Yes,2019,5,A (Live Animals and Meat),BRA,RUS,USA,ARG,CAN,IND,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,CHN,EU,2018,CHN2018,EU20132018,CHN2018EU20132018,1,CHN,,,,,,,,,EU,,,,,2015,Yes,2019,5,A (Live Animals and Meat),BRA,RUS,USA,ARG,CAN,IND,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,CHN,EU,2019,CHN2019,EU20132019,CHN2019EU20132019,1,CHN,,,,,,,,,EU,,,,,2015,Yes,2019,5,A (Live Animals and Meat),BRA,RUS,USA,ARG,CAN,IND,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2015,RUS2015,UKR2015,RUS2015UKR2015,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2016,RUS2016,UKR2016,RUS2016UKR2016,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2017,RUS2017,UKR2017,RUS2017UKR2017,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2018,RUS2018,UKR2018,RUS2018UKR2018,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2019,RUS2019,UKR2019,RUS2019UKR2019,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2020,RUS2020,UKR2020,RUS2020UKR2020,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2021,RUS2021,UKR2021,RUS2021UKR2021,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
493,RUS,UKR,2022,RUS2022,UKR2022,RUS2022UKR2022,1,RUS,,,,,,,,,UKR,,,,,2015,Yes,2022,8,N (Chemicals),ARG,AUL,BRA,CAN,COL,CHN,EU,JPN,KZK,MEX,NOR,QAT,USA,,,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2015,RUS2015,EU20132015,EU20132015RUS2015,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2016,RUS2016,EU20132016,EU20132016RUS2016,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2017,RUS2017,EU20132017,EU20132017RUS2017,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2018,RUS2018,EU20132018,EU20132018RUS2018,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2019,RUS2019,EU20132019,EU20132019RUS2019,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2020,RUS2020,EU20202020,EU20202020RUS2020,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2021,RUS2021,EU20202021,EU20202021RUS2021,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
494,RUS,EU,2022,RUS2022,EU20202022,EU20202022RUS2022,1,RUS,,,,,,,,,EU,,,,,2015,Yes,2022,8,W (Not Industry-Specific),ARG,AUL,BRA,CAN,CHN,EGY,IND,INS,JPN,ROK,MEX,NOR,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,
495,JPN,ROK,2015,JPN2015,ROK2015,JPN2015ROK2015,1,JPN,,,,,,,,,ROK,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,NOR,NEW,IND,RUS,TAW,CHN,GUA,CAN,BRA,,,,,,,,,,,,,,,,,,,,,,,,
495,JPN,ROK,2016,JPN2016,ROK2016,JPN2016ROK2016,1,JPN,,,,,,,,,ROK,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,NOR,NEW,IND,RUS,TAW,CHN,GUA,CAN,BRA,,,,,,,,,,,,,,,,,,,,,,,,
495,JPN,ROK,2017,JPN2017,ROK2017,JPN2017ROK2017,1,JPN,,,,,,,,,ROK,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,NOR,NEW,IND,RUS,TAW,CHN,GUA,CAN,BRA,,,,,,,,,,,,,,,,,,,,,,,,
495,JPN,ROK,2018,JPN2018,ROK2018,JPN2018ROK2018,1,JPN,,,,,,,,,ROK,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,NOR,NEW,IND,RUS,TAW,CHN,GUA,CAN,BRA,,,,,,,,,,,,,,,,,,,,,,,,
495,JPN,ROK,2019,JPN2019,ROK2019,JPN2019ROK2019,1,JPN,,,,,,,,,ROK,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,NOR,NEW,IND,RUS,TAW,CHN,GUA,CAN,BRA,,,,,,,,,,,,,,,,,,,,,,,,
496,DRV,INS,2015,DRV2015,INS2015,DRV2015INS2015,1,DRV,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,IND,ROK,RUS,CHN,CHL,AUL,JPN,TAW,,,,,,,,,,,,,,,,,,,,,,,,,
496,DRV,INS,2016,DRV2016,INS2016,DRV2016INS2016,1,DRV,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,IND,ROK,RUS,CHN,CHL,AUL,JPN,TAW,,,,,,,,,,,,,,,,,,,,,,,,,
496,DRV,INS,2017,DRV2017,INS2017,DRV2017INS2017,1,DRV,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,IND,ROK,RUS,CHN,CHL,AUL,JPN,TAW,,,,,,,,,,,,,,,,,,,,,,,,,
496,DRV,INS,2018,DRV2018,INS2018,DRV2018INS2018,1,DRV,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,IND,ROK,RUS,CHN,CHL,AUL,JPN,TAW,,,,,,,,,,,,,,,,,,,,,,,,,
496,DRV,INS,2019,DRV2019,INS2019,DRV2019INS2019,1,DRV,,,,,,,,,INS,,,,,2015,Yes,2019,5,L (Minerals and Metals),USA,EU,IND,ROK,RUS,CHN,CHL,AUL,JPN,TAW,,,,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2015,JPN2015,BRA2015,BRA2015JPN2015,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2016,JPN2016,BRA2016,BRA2016JPN2016,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2017,JPN2017,BRA2017,BRA2017JPN2017,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2018,JPN2018,BRA2018,BRA2018JPN2018,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2019,JPN2019,BRA2019,BRA2019JPN2019,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
497,JPN,BRA,2020,JPN2020,BRA2020,BRA2020JPN2020,1,JPN,,,,,,,,,BRA,,,,,2015,Yes,2020,6,U (Transport Equipment),ARG,AUL,CAN,CHN,COL,EU,IND,ROK,RUS,SIN,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,,
498,TAW,IND,2015,TAW2015,IND2015,IND2015TAW2015,1,TAW,,,,,,,,,IND,,,,,2015,No,2015,1,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2015,UKR2015,RUS2015,RUS2015UKR2015,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2016,UKR2016,RUS2016,RUS2016UKR2016,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2017,UKR2017,RUS2017,RUS2017UKR2017,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2018,UKR2018,RUS2018,RUS2018UKR2018,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2019,UKR2019,RUS2019,RUS2019UKR2019,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,UKR,RUS,2020,UKR2020,RUS2020,RUS2020UKR2020,1,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,6,U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PAK,SAF,2015,PAK2015,SAF2015,PAK2015SAF2015,1,PAK,,,,,,,,,SAF,,,,,2015,No,2015,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,USA,CHN,2015,USA2015,CHN2015,CHN2015USA2015,1,USA,,,,,,,,,CHN,,,,,2015,No,2015,1,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,EU,COL,2016,EU20132016,COL2016,COL2016EU20132016,1,EU,,,,,,,,,COL,,,,,2016,Yes,2016,1,H (Beverages and Tobacco),BRA,CAN,CHL,CHN,ECU,SAL,GUA,IND,KZK,ROK,MEX,PAN,RUS,TAW,USA,,,,,,,,,,,,,,,,,,,,
503,IND,USA,2016,IND2016,USA2016,IND2016USA2016,1,IND,,,,,,,,,USA,,,,,2016,No,2016,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,JPN,ROK,2016,JPN2016,ROK2016,JPN2016ROK2016,1,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,5,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
504,JPN,ROK,2017,JPN2017,ROK2017,JPN2017ROK2017,1,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,5,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
504,JPN,ROK,2018,JPN2018,ROK2018,JPN2018ROK2018,1,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,5,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
504,JPN,ROK,2019,JPN2019,ROK2019,JPN2019ROK2019,1,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,5,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
504,JPN,ROK,2020,JPN2020,ROK2020,JPN2020ROK2020,1,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,5,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2016,CAN2016,USA2016,CAN2016USA2016,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2017,CAN2017,USA2017,CAN2017USA2017,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2018,CAN2018,USA2018,CAN2018USA2018,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2019,CAN2019,USA2019,CAN2019USA2019,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2020,CAN2020,USA2020,CAN2020USA2020,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2021,CAN2021,USA2021,CAN2021USA2021,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,CAN,USA,2022,CAN2022,USA2022,CAN2022USA2022,1,CAN,,,,,,,,,USA,,,,,2016,Yes,2022,7,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,BRA,INS,2016,BRA2016,INS2016,BRA2016INS2016,1,BRA,,,,,,,,,INS,,,,,2016,No,2016,1,A (Live Animals and Meat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,BRA,THI,2016,BRA2016,THI2016,BRA2016THI2016,1,BRA,,,,,,,,,THI,,,,,2016,No,2016,1,G (Sugars and Confectionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,USA,CHN,2016,USA2016,CHN2016,CHN2016USA2016,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2016,1,L (Minerals and Metals),BRA,CAN,CHL,EU,IND,INS,JPN,KZK,ROK,MEX,NOR,OMA,RUS,SIN,TAW,DRV,,,,,,,,,,,,,,,,,,,
509,EU,CHN,2016,EU20132016,CHN2016,CHN2016EU20132016,1,EU,,,,,,,,,CHN,,,,,2016,Yes,2016,1,L (Minerals and Metals),BRA,CAN,CHL,COL,IND,INS,JPN,ROK,MEX,OMA,TAW,DRV,USA,RUS,NOR,KZK,SIN,,,,,,,,,,,,,,,,,,
510,IND,USA,2016,IND2016,USA2016,IND2016USA2016,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2017,IND2017,USA2017,IND2017USA2017,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2018,IND2018,USA2018,IND2018USA2018,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2019,IND2019,USA2019,IND2019USA2019,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2020,IND2020,USA2020,IND2020USA2020,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2021,IND2021,USA2021,IND2021USA2021,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
510,IND,USA,2022,IND2022,USA2022,IND2022USA2022,1,IND,,,,,,,,,USA,,,,,2016,Yes,2022,7,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,
511,USA,CHN,2016,USA2016,CHN2016,CHN2016USA2016,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2017,USA2017,CHN2017,CHN2017USA2017,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2018,USA2018,CHN2018,CHN2018USA2018,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2019,USA2019,CHN2019,CHN2019USA2019,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2020,USA2020,CHN2020,CHN2020USA2020,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2021,USA2021,CHN2021,CHN2021USA2021,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
511,USA,CHN,2022,USA2022,CHN2022,CHN2022USA2022,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,
512,UKR,RUS,2016,UKR2016,RUS2016,RUS2016UKR2016,1,UKR,,,,,,,,,RUS,,,,,2016,Yes,2019,4,U (Transport Equipment),AUL,BOL,BRA,CAN,CHL,CHN,EU,IND,JPN,ROK,MLD,NOR,PAR,SAU,SIN,TUR,USA,,,,,,,,,,,,,,,,,,
512,UKR,RUS,2017,UKR2017,RUS2017,RUS2017UKR2017,1,UKR,,,,,,,,,RUS,,,,,2016,Yes,2019,4,U (Transport Equipment),AUL,BOL,BRA,CAN,CHL,CHN,EU,IND,JPN,ROK,MLD,NOR,PAR,SAU,SIN,TUR,USA,,,,,,,,,,,,,,,,,,
512,UKR,RUS,2018,UKR2018,RUS2018,RUS2018UKR2018,1,UKR,,,,,,,,,RUS,,,,,2016,Yes,2019,4,U (Transport Equipment),AUL,BOL,BRA,CAN,CHL,CHN,EU,IND,JPN,ROK,MLD,NOR,PAR,SAU,SIN,TUR,USA,,,,,,,,,,,,,,,,,,
512,UKR,RUS,2019,UKR2019,RUS2019,RUS2019UKR2019,1,UKR,,,,,,,,,RUS,,,,,2016,Yes,2019,4,U (Transport Equipment),AUL,BOL,BRA,CAN,CHL,CHN,EU,IND,JPN,ROK,MLD,NOR,PAR,SAU,SIN,TUR,USA,,,,,,,,,,,,,,,,,,
513,TUR,MOR,2016,TUR2016,MOR2016,MOR2016TUR2016,1,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,5,L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,
